League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Bundesliga 2,17/02/02,Bochum,Ahlen,2.0,1.0,H
Bundesliga 2,17/02/02,Duisburg,Saarbrucken,1.0,1.2,H
Bundesliga 2,17/02/02,Karlsruhe,Hannover,1.0,2.0,D
Bundesliga 2,18/02/02,Bielefeld,Ein Frankfurt,1.0,1.2,H
Bundesliga 2,22/02/02,Mannheim,Aachen,4.0,1.0,H
Bundesliga 2,22/02/02,Saarbrucken,Greuther Furth,3.0,3.0,D
Bundesliga 2,23/02/02,Bielefeld,Karlsruhe,0.0,1.0,D
Bundesliga 2,23/02/02,Schweinfurt,Union Berlin,0.0,1.0,H
Bundesliga 2,24/02/02,Babelsberg,Bochum,2.0,2.0,A
Bundesliga 2,24/02/02,Ein Frankfurt,Duisburg,2.0,0.0,H
Bundesliga 2,24/02/02,Reutlingen,Unterhaching,2.0,1.0,D
Bundesliga 2,25/02/02,Ahlen,Mainz,0.0,4.0,A
Bundesliga 2,01/03/02,Duisburg,Bielefeld,0.0,1.0,H
Bundesliga 2,01/03/02,Mainz,Babelsberg,3.0,2.0,D
Bundesliga 2,01/03/02,Union Berlin,Saarbrucken,0.0,0.0,H
Bundesliga 2,02/03/02,Aachen,Schweinfurt,0.0,0.0,H
Bundesliga 2,03/03/02,Greuther Furth,Ein Frankfurt,2.0,1.0,D
Bundesliga 2,03/03/02,Karlsruhe,Oberhausen,2.0,1.0,D
Bundesliga 2,03/03/02,Unterhaching,Mannheim,0.0,0.0,D
Bundesliga 2,04/03/02,Hannover,Ahlen,2.0,1.0,H
Bundesliga 2,08/03/02,Duisburg,Karlsruhe,2.0,0.0,H
Bundesliga 2,08/03/02,Mannheim,Bochum,1.0,2.0,A
Bundesliga 2,08/03/02,Schweinfurt,Unterhaching,1.0,1.0,H
Bundesliga 2,09/03/02,Babelsberg,Hannover,0.0,3.0,D
Bundesliga 2,09/03/02,Reutlingen,Mainz,2.0,0.0,H
Bundesliga 2,10/03/02,Ahlen,Oberhausen,0.0,1.0,H
Bundesliga 2,10/03/02,Ein Frankfurt,Union Berlin,2.0,2.0,D
Bundesliga 2,10/03/02,Saarbrucken,Aachen,3.0,1.0,H
Bundesliga 2,11/03/02,Bielefeld,Greuther Furth,2.0,2.0,H
Bundesliga 2,15/03/02,Aachen,Ein Frankfurt,0.0,1.0,H
Bundesliga 2,15/03/02,Bochum,Schweinfurt,1.0,1.0,H
Bundesliga 2,15/03/02,Hannover,Reutlingen,1.0,1.2,H
Bundesliga 2,16/03/02,Karlsruhe,Ahlen,0.0,2.0,D
Bundesliga 2,16/03/02,Unterhaching,Saarbrucken,0.0,0.8,H
Bundesliga 2,17/03/02,Greuther Furth,Duisburg,1.0,1.0,H
Bundesliga 2,17/03/02,Oberhausen,Babelsberg,1.0,1.0,H
Bundesliga 2,17/03/02,Union Berlin,Bielefeld,2.0,1.0,H
Bundesliga 2,18/03/02,Mainz,Mannheim,1.0,0.0,H
Bundesliga 2,20/03/02,Bochum,Reutlingen,0.0,1.0,H
Bundesliga 2,20/03/02,Oberhausen,Hannover,0.0,0.0,D
Bundesliga 2,23/03/02,Babelsberg,Ahlen,2.0,2.0,A
Bundesliga 2,23/03/02,Bielefeld,Aachen,1.0,1.2,H
Bundesliga 2,23/03/02,Ein Frankfurt,Unterhaching,5.0,2.0,H
Bundesliga 2,23/03/02,Greuther Furth,Karlsruhe,0.0,1.0,D
Bundesliga 2,23/03/02,Schweinfurt,Mainz,0.0,3.0,A
Bundesliga 2,24/03/02,Duisburg,Union Berlin,1.0,1.0,D
Bundesliga 2,24/03/02,Reutlingen,Oberhausen,5.0,2.0,A
Bundesliga 2,24/03/02,Saarbrucken,Bochum,4.0,2.0,D
Bundesliga 2,25/03/02,Mannheim,Hannover,5.0,1.0,A
Bundesliga 2,28/03/02,Aachen,Duisburg,1.0,1.0,H
Bundesliga 2,28/03/02,Mainz,Saarbrucken,2.0,1.0,H
Bundesliga 2,28/03/02,Union Berlin,Greuther Furth,0.0,0.0,D
Bundesliga 2,30/03/02,Hannover,Schweinfurt,1.0,0.0,H
Bundesliga 2,30/03/02,Karlsruhe,Babelsberg,2.0,1.0,H
Bundesliga 2,31/03/02,Ahlen,Reutlingen,1.0,2.0,D
Bundesliga 2,31/03/02,Oberhausen,Mannheim,1.0,1.0,D
Bundesliga 2,31/03/02,Unterhaching,Bielefeld,1.0,3.0,A
Bundesliga 2,01/04/02,Bochum,Ein Frankfurt,2.0,0.0,H
Bundesliga 2,05/04/02,Saarbrucken,Hannover,3.0,1.0,D
Bundesliga 2,05/04/02,Schweinfurt,Oberhausen,2.0,3.0,A
Bundesliga 2,05/04/02,Union Berlin,Karlsruhe,1.0,3.0,A
Bundesliga 2,06/04/02,Greuther Furth,Aachen,3.0,0.0,H
Bundesliga 2,06/04/02,Mannheim,Ahlen,2.0,0.0,H
Bundesliga 2,07/04/02,Bielefeld,Bochum,1.0,0.0,H
Bundesliga 2,07/04/02,Duisburg,Unterhaching,5.0,0.2,H
Bundesliga 2,07/04/02,Reutlingen,Babelsberg,0.0,2.0,H
Bundesliga 2,08/04/02,Ein Frankfurt,Mainz,3.0,0.0,D
Bundesliga 2,12/04/02,Babelsberg,Mannheim,5.0,2.0,D
Bundesliga 2,12/04/02,Bochum,Duisburg,2.0,0.0,H
Bundesliga 2,12/04/02,Karlsruhe,Reutlingen,1.0,0.0,H
Bundesliga 2,13/04/02,Ahlen,Schweinfurt,0.0,1.0,H
Bundesliga 2,13/04/02,Hannover,Ein Frankfurt,2.0,2.0,A
Bundesliga 2,14/04/02,Aachen,Union Berlin,1.0,2.0,D
Bundesliga 2,14/04/02,Oberhausen,Saarbrucken,0.0,1.0,H
Bundesliga 2,14/04/02,Unterhaching,Greuther Furth,1.0,1.0,D
Bundesliga 2,15/04/02,Mainz,Bielefeld,1.0,1.2,H
Bundesliga 2,19/04/02,Ein Frankfurt,Oberhausen,1.0,2.0,D
Bundesliga 2,19/04/02,Greuther Furth,Bochum,3.0,1.0,D
Bundesliga 2,19/04/02,Union Berlin,Unterhaching,1.0,2.0,D
Bundesliga 2,20/04/02,Karlsruhe,Aachen,1.0,2.0,D
Bundesliga 2,20/04/02,Schweinfurt,Babelsberg,1.0,3.0,D
Bundesliga 2,21/04/02,Duisburg,Mainz,1.0,1.0,D
Bundesliga 2,21/04/02,Reutlingen,Mannheim,2.0,0.0,H
Bundesliga 2,21/04/02,Saarbrucken,Ahlen,1.0,4.0,A
Bundesliga 2,22/04/02,Bielefeld,Hannover,2.0,2.0,H
Bundesliga 2,28/04/02,Ahlen,Ein Frankfurt,0.0,1.0,A
Bundesliga 2,28/04/02,Babelsberg,Saarbrucken,2.0,2.0,D
Bundesliga 2,28/04/02,Bochum,Union Berlin,1.0,1.0,H
Bundesliga 2,28/04/02,Hannover,Duisburg,0.0,0.8,H
Bundesliga 2,28/04/02,Mainz,Greuther Furth,1.0,1.0,D
Bundesliga 2,28/04/02,Mannheim,Karlsruhe,1.0,1.0,H
Bundesliga 2,28/04/02,Oberhausen,Bielefeld,1.0,0.0,D
Bundesliga 2,28/04/02,Reutlingen,Schweinfurt,5.0,1.0,H
Bundesliga 2,28/04/02,Unterhaching,Aachen,0.0,0.0,H
Bundesliga 2,05/05/02,Aachen,Bochum,3.0,3.0,D
Bundesliga 2,05/05/02,Bielefeld,Ahlen,0.0,1.0,H
Bundesliga 2,05/05/02,Duisburg,Oberhausen,2.0,4.0,A
Bundesliga 2,05/05/02,Ein Frankfurt,Babelsberg,0.0,1.0,D
Bundesliga 2,05/05/02,Greuther Furth,Hannover,2.0,5.0,A
Bundesliga 2,05/05/02,Karlsruhe,Unterhaching,1.0,0.0,H
Bundesliga 2,05/05/02,Saarbrucken,Reutlingen,2.0,0.0,H
Bundesliga 2,05/05/02,Schweinfurt,Mannheim,3.0,1.0,H
Bundesliga 2,05/05/02,Union Berlin,Mainz,2.0,1.0,H
Bundesliga 2,19/07/13,Ingolstadt,Erzgebirge Aue,2.0,2.0,D
Bundesliga 2,19/07/13,Sandhausen,Aalen,3.0,0.0,D
Bundesliga 2,19/07/13,St Pauli,Munich 1860,0.0,0.0,H
Bundesliga 2,20/07/13,Dresden,FC Koln,1.0,1.0,D
Bundesliga 2,20/07/13,Paderborn,Kaiserslautern,1.0,1.0,A
Bundesliga 2,21/07/13,Frankfurt FSV,Karlsruhe,0.0,1.0,H
Bundesliga 2,21/07/13,Greuther Furth,Bielefeld,3.0,0.0,H
Bundesliga 2,21/07/13,Union Berlin,Bochum,0.0,2.0,D
Bundesliga 2,22/07/13,Fortuna Dusseldorf,Cottbus,3.0,0.0,H
Bundesliga 2,26/07/13,Aalen,Greuther Furth,1.0,2.0,D
Bundesliga 2,26/07/13,Bielefeld,Union Berlin,3.0,1.0,D
Bundesliga 2,26/07/13,Kaiserslautern,Ingolstadt,3.0,1.0,H
Bundesliga 2,27/07/13,Erzgebirge Aue,Sandhausen,2.0,0.0,H
Bundesliga 2,27/07/13,Karlsruhe,St Pauli,5.0,0.0,D
Bundesliga 2,28/07/13,Cottbus,Paderborn,4.0,0.8,H
Bundesliga 2,28/07/13,FC Koln,Fortuna Dusseldorf,1.0,1.0,D
Bundesliga 2,28/07/13,Munich 1860,Frankfurt FSV,2.0,1.0,H
Bundesliga 2,29/07/13,Bochum,Dresden,1.0,1.0,D
Bundesliga 2,09/08/13,Dresden,Union Berlin,1.0,3.0,A
Bundesliga 2,09/08/13,Fortuna Dusseldorf,Munich 1860,3.0,2.0,D
Bundesliga 2,09/08/13,Frankfurt FSV,Bochum,2.0,0.0,H
Bundesliga 2,10/08/13,Ingolstadt,Karlsruhe,0.0,2.0,A
Bundesliga 2,10/08/13,Paderborn,FC Koln,3.0,1.0,D
Bundesliga 2,11/08/13,Erzgebirge Aue,Aalen,3.0,1.0,H
Bundesliga 2,11/08/13,Sandhausen,Cottbus,0.0,2.0,D
Bundesliga 2,11/08/13,St Pauli,Bielefeld,2.0,1.0,D
Bundesliga 2,12/08/13,Greuther Furth,Kaiserslautern,3.0,1.0,H
Bundesliga 2,16/08/13,Bielefeld,Paderborn,0.0,3.0,D
Bundesliga 2,16/08/13,Bochum,St Pauli,2.0,2.0,D
Bundesliga 2,16/08/13,Karlsruhe,Greuther Furth,1.0,2.0,A
Bundesliga 2,17/08/13,FC Koln,Sandhausen,1.0,0.0,H
Bundesliga 2,17/08/13,Kaiserslautern,Erzgebirge Aue,1.0,1.0,H
Bundesliga 2,18/08/13,Cottbus,Aalen,0.0,0.8,H
Bundesliga 2,18/08/13,Dresden,Frankfurt FSV,1.0,3.0,A
Bundesliga 2,18/08/13,Munich 1860,Ingolstadt,1.0,0.0,H
Bundesliga 2,19/08/13,Union Berlin,Fortuna Dusseldorf,2.0,1.0,H
Bundesliga 2,23/08/13,Erzgebirge Aue,Cottbus,3.0,1.0,H
Bundesliga 2,23/08/13,Ingolstadt,Bielefeld,0.0,2.0,H
Bundesliga 2,23/08/13,Sandhausen,Karlsruhe,0.0,1.0,D
Bundesliga 2,24/08/13,Aalen,Kaiserslautern,2.0,0.0,H
Bundesliga 2,24/08/13,Greuther Furth,FC Koln,1.0,0.0,D
Bundesliga 2,25/08/13,Fortuna Dusseldorf,Bochum,2.0,0.0,H
Bundesliga 2,25/08/13,Frankfurt FSV,Union Berlin,2.0,1.0,D
Bundesliga 2,25/08/13,Paderborn,Munich 1860,2.0,0.0,H
Bundesliga 2,26/08/13,St Pauli,Dresden,1.0,1.0,H
Bundesliga 2,30/08/13,Bielefeld,Fortuna Dusseldorf,1.0,1.2,H
Bundesliga 2,30/08/13,Frankfurt FSV,Greuther Furth,0.0,1.0,D
Bundesliga 2,30/08/13,Munich 1860,Sandhausen,4.0,2.0,D
Bundesliga 2,31/08/13,Bochum,Paderborn,1.0,1.2,H
Bundesliga 2,31/08/13,Union Berlin,St Pauli,1.0,2.0,H
Bundesliga 2,01/09/13,Dresden,Ingolstadt,2.0,1.0,D
Bundesliga 2,01/09/13,FC Koln,Erzgebirge Aue,2.0,0.0,H
Bundesliga 2,01/09/13,Karlsruhe,Aalen,0.0,1.0,D
Bundesliga 2,02/09/13,Kaiserslautern,Cottbus,1.0,2.0,D
Bundesliga 2,13/09/13,Aalen,Munich 1860,2.0,0.0,D
Bundesliga 2,13/09/13,Erzgebirge Aue,Bielefeld,0.0,2.0,A
Bundesliga 2,13/09/13,Paderborn,Karlsruhe,3.0,0.0,H
Bundesliga 2,14/09/13,Sandhausen,Kaiserslautern,1.0,0.0,H
Bundesliga 2,14/09/13,St Pauli,Frankfurt FSV,3.0,1.0,H
Bundesliga 2,15/09/13,Fortuna Dusseldorf,Dresden,0.0,1.0,D
Bundesliga 2,15/09/13,Greuther Furth,Bochum,0.0,2.0,D
Bundesliga 2,15/09/13,Ingolstadt,Union Berlin,1.0,1.0,H
Bundesliga 2,16/09/13,Cottbus,FC Koln,1.0,4.0,A
Bundesliga 2,20/09/13,FC Koln,Kaiserslautern,0.0,0.0,D
Bundesliga 2,20/09/13,Karlsruhe,Cottbus,2.0,0.0,H
Bundesliga 2,20/09/13,Union Berlin,Greuther Furth,3.0,4.0,A
Bundesliga 2,21/09/13,Bielefeld,Sandhausen,1.0,1.0,H
Bundesliga 2,21/09/13,Bochum,Aalen,2.0,2.0,A
Bundesliga 2,21/09/13,Munich 1860,Erzgebirge Aue,3.0,1.0,H
Bundesliga 2,22/09/13,Dresden,Paderborn,2.0,2.0,D
Bundesliga 2,22/09/13,Frankfurt FSV,Ingolstadt,4.0,0.8,H
Bundesliga 2,23/09/13,St Pauli,Fortuna Dusseldorf,1.0,1.0,D
Bundesliga 2,27/09/13,Aalen,FC Koln,0.0,1.0,H
Bundesliga 2,27/09/13,Cottbus,Bielefeld,0.0,0.8,H
Bundesliga 2,27/09/13,Erzgebirge Aue,Karlsruhe,0.0,0.0,H
Bundesliga 2,28/09/13,Fortuna Dusseldorf,Frankfurt FSV,0.0,0.0,D
Bundesliga 2,28/09/13,Paderborn,Union Berlin,0.0,3.0,D
Bundesliga 2,29/09/13,Ingolstadt,St Pauli,1.0,2.0,D
Bundesliga 2,29/09/13,Kaiserslautern,Munich 1860,0.0,0.0,H
Bundesliga 2,29/09/13,Sandhausen,Bochum,0.0,0.0,H
Bundesliga 2,30/09/13,Greuther Furth,Dresden,0.0,0.8,H
Bundesliga 2,04/10/13,Bielefeld,Kaiserslautern,1.0,3.0,A
Bundesliga 2,04/10/13,St Pauli,Paderborn,2.0,2.0,D
Bundesliga 2,04/10/13,Union Berlin,Sandhausen,1.0,0.0,H
Bundesliga 2,05/10/13,Dresden,Aalen,2.0,0.0,H
Bundesliga 2,05/10/13,Karlsruhe,FC Koln,1.0,2.0,D
Bundesliga 2,06/10/13,Bochum,Ingolstadt,4.0,1.0,H
Bundesliga 2,06/10/13,Frankfurt FSV,Erzgebirge Aue,0.0,1.0,H
Bundesliga 2,06/10/13,Munich 1860,Cottbus,2.0,0.0,D
Bundesliga 2,07/10/13,Fortuna Dusseldorf,Greuther Furth,2.0,1.0,H
Bundesliga 2,18/10/13,Aalen,Bielefeld,0.0,0.0,H
Bundesliga 2,18/10/13,Cottbus,Union Berlin,4.0,0.0,D
Bundesliga 2,18/10/13,Paderborn,Frankfurt FSV,2.0,2.0,H
Bundesliga 2,19/10/13,Erzgebirge Aue,Bochum,1.0,1.0,H
Bundesliga 2,19/10/13,Sandhausen,Dresden,0.0,0.0,D
Bundesliga 2,20/10/13,Greuther Furth,St Pauli,2.0,4.0,A
Bundesliga 2,20/10/13,Ingolstadt,Fortuna Dusseldorf,1.0,2.0,D
Bundesliga 2,20/10/13,Kaiserslautern,Karlsruhe,2.0,2.0,D
Bundesliga 2,21/10/13,FC Koln,Munich 1860,4.0,0.0,D
Bundesliga 2,25/10/13,Bielefeld,FC Koln,0.0,1.0,H
Bundesliga 2,25/10/13,Greuther Furth,Ingolstadt,3.0,1.0,H
Bundesliga 2,25/10/13,St Pauli,Sandhausen,0.0,0.0,D
Bundesliga 2,26/10/13,Fortuna Dusseldorf,Paderborn,0.0,6.0,A
Bundesliga 2,26/10/13,Frankfurt FSV,Aalen,1.0,0.0,D
Bundesliga 2,27/10/13,Dresden,Cottbus,4.0,0.0,H
Bundesliga 2,27/10/13,Karlsruhe,Munich 1860,1.0,1.0,H
Bundesliga 2,27/10/13,Union Berlin,Erzgebirge Aue,2.0,0.0,H
Bundesliga 2,28/10/13,Bochum,Kaiserslautern,0.0,0.0,D
Bundesliga 2,01/11/13,Aalen,Fortuna Dusseldorf,0.0,0.0,H
Bundesliga 2,01/11/13,Cottbus,Bochum,2.0,1.0,D
Bundesliga 2,01/11/13,Paderborn,Ingolstadt,3.0,1.0,D
Bundesliga 2,02/11/13,Erzgebirge Aue,Greuther Furth,0.0,6.0,A
Bundesliga 2,02/11/13,Kaiserslautern,St Pauli,2.0,1.0,H
Bundesliga 2,03/11/13,Karlsruhe,Bielefeld,4.0,1.0,H
Bundesliga 2,03/11/13,Munich 1860,Dresden,1.0,3.0,A
Bundesliga 2,03/11/13,Sandhausen,Frankfurt FSV,2.0,0.0,H
Bundesliga 2,04/11/13,FC Koln,Union Berlin,2.0,0.0,H
Bundesliga 2,08/11/13,Frankfurt FSV,Kaiserslautern,2.0,4.0,A
Bundesliga 2,08/11/13,Greuther Furth,Paderborn,2.0,0.0,H
Bundesliga 2,08/11/13,Ingolstadt,Aalen,1.0,0.0,H
Bundesliga 2,09/11/13,Bielefeld,Munich 1860,2.0,1.0,D
Bundesliga 2,09/11/13,Union Berlin,Karlsruhe,1.0,0.0,D
Bundesliga 2,10/11/13,Bochum,FC Koln,2.0,0.0,H
Bundesliga 2,10/11/13,Dresden,Erzgebirge Aue,3.0,1.0,D
Bundesliga 2,10/11/13,Fortuna Dusseldorf,Sandhausen,2.0,0.0,H
Bundesliga 2,11/11/13,St Pauli,Cottbus,2.0,0.0,H
Bundesliga 2,22/11/13,Bielefeld,Bochum,2.0,2.0,A
Bundesliga 2,22/11/13,Cottbus,Frankfurt FSV,3.0,4.0,A
Bundesliga 2,22/11/13,Sandhausen,Paderborn,0.0,2.0,H
Bundesliga 2,23/11/13,FC Koln,Ingolstadt,0.0,1.0,H
Bundesliga 2,23/11/13,Kaiserslautern,Union Berlin,0.0,0.0,H
Bundesliga 2,24/11/13,Aalen,St Pauli,2.0,1.0,A
Bundesliga 2,24/11/13,Erzgebirge Aue,Fortuna Dusseldorf,1.0,0.0,H
Bundesliga 2,24/11/13,Karlsruhe,Dresden,0.0,0.0,H
Bundesliga 2,25/11/13,Munich 1860,Greuther Furth,1.0,0.0,H
Bundesliga 2,29/11/13,Fortuna Dusseldorf,Karlsruhe,0.0,2.0,A
Bundesliga 2,29/11/13,St Pauli,FC Koln,0.0,3.0,D
Bundesliga 2,29/11/13,Union Berlin,Aalen,3.0,3.0,A
Bundesliga 2,30/11/13,Dresden,Kaiserslautern,4.0,2.0,H
Bundesliga 2,30/11/13,Ingolstadt,Sandhausen,0.0,2.0,D
Bundesliga 2,01/12/13,Bochum,Munich 1860,0.0,2.0,D
Bundesliga 2,01/12/13,Greuther Furth,Cottbus,1.0,0.0,H
Bundesliga 2,01/12/13,Paderborn,Erzgebirge Aue,2.0,1.0,D
Bundesliga 2,02/12/13,Frankfurt FSV,Bielefeld,0.0,2.0,A
Bundesliga 2,06/12/13,Bielefeld,Dresden,4.0,1.0,D
Bundesliga 2,06/12/13,Erzgebirge Aue,St Pauli,1.0,2.0,A
Bundesliga 2,06/12/13,Karlsruhe,Bochum,1.0,0.0,D
Bundesliga 2,07/12/13,FC Koln,Frankfurt FSV,1.0,0.0,H
Bundesliga 2,07/12/13,Munich 1860,Union Berlin,0.0,1.0,H
Bundesliga 2,08/12/13,Aalen,Paderborn,4.0,4.0,A
Bundesliga 2,08/12/13,Cottbus,Ingolstadt,3.0,2.0,D
Bundesliga 2,08/12/13,Sandhausen,Greuther Furth,2.0,3.0,A
Bundesliga 2,09/12/13,Kaiserslautern,Fortuna Dusseldorf,0.0,1.0,H
Bundesliga 2,13/12/13,Aalen,Sandhausen,3.0,0.0,D
Bundesliga 2,13/12/13,FC Koln,Dresden,0.0,1.0,H
Bundesliga 2,13/12/13,Kaiserslautern,Paderborn,5.0,1.0,H
Bundesliga 2,14/12/13,Bochum,Union Berlin,0.0,4.0,A
Bundesliga 2,14/12/13,Cottbus,Fortuna Dusseldorf,1.0,3.0,A
Bundesliga 2,15/12/13,Bielefeld,Greuther Furth,0.0,0.8,H
Bundesliga 2,15/12/13,Erzgebirge Aue,Ingolstadt,3.0,0.0,D
Bundesliga 2,15/12/13,Karlsruhe,Frankfurt FSV,1.0,3.0,D
Bundesliga 2,16/12/13,Munich 1860,St Pauli,4.0,2.0,A
Bundesliga 2,20/12/13,Dresden,Bochum,2.0,0.0,D
Bundesliga 2,20/12/13,Sandhausen,Erzgebirge Aue,3.0,0.0,H
Bundesliga 2,20/12/13,St Pauli,Karlsruhe,2.0,2.0,D
Bundesliga 2,21/12/13,Frankfurt FSV,Munich 1860,1.0,2.0,D
Bundesliga 2,21/12/13,Union Berlin,Bielefeld,1.0,1.2,H
Bundesliga 2,22/12/13,Fortuna Dusseldorf,FC Koln,1.0,3.0,A
Bundesliga 2,22/12/13,Greuther Furth,Aalen,1.0,0.0,H
Bundesliga 2,22/12/13,Paderborn,Cottbus,1.0,0.0,H
Bundesliga 2,23/12/13,Ingolstadt,Kaiserslautern,1.0,2.0,D
Bundesliga 2,07/02/14,Aalen,Erzgebirge Aue,0.0,2.0,D
Bundesliga 2,07/02/14,Bochum,Frankfurt FSV,1.0,2.0,D
Bundesliga 2,07/02/14,Cottbus,Sandhausen,1.0,1.0,H
Bundesliga 2,08/02/14,Kaiserslautern,Greuther Furth,0.0,1.0,H
Bundesliga 2,08/02/14,Union Berlin,Dresden,1.0,0.0,D
Bundesliga 2,09/02/14,Bielefeld,St Pauli,1.0,2.0,D
Bundesliga 2,09/02/14,FC Koln,Paderborn,4.0,1.0,H
Bundesliga 2,09/02/14,Karlsruhe,Ingolstadt,2.0,1.0,D
Bundesliga 2,10/02/14,Munich 1860,Fortuna Dusseldorf,2.0,1.0,D
Bundesliga 2,14/02/14,Fortuna Dusseldorf,Union Berlin,0.0,1.0,D
Bundesliga 2,14/02/14,Greuther Furth,Karlsruhe,1.0,1.0,D
Bundesliga 2,14/02/14,Ingolstadt,Munich 1860,3.0,0.0,H
Bundesliga 2,15/02/14,Frankfurt FSV,Dresden,1.0,2.0,H
Bundesliga 2,15/02/14,St Pauli,Bochum,1.0,1.0,H
Bundesliga 2,16/02/14,Aalen,Cottbus,1.0,2.0,D
Bundesliga 2,16/02/14,Paderborn,Bielefeld,1.0,1.2,H
Bundesliga 2,16/02/14,Sandhausen,FC Koln,3.0,1.0,H
Bundesliga 2,17/02/14,Erzgebirge Aue,Kaiserslautern,0.0,0.0,H
Bundesliga 2,21/02/14,Bielefeld,Ingolstadt,2.0,2.0,D
Bundesliga 2,21/02/14,Cottbus,Erzgebirge Aue,0.0,3.0,D
Bundesliga 2,21/02/14,Union Berlin,Frankfurt FSV,1.0,0.0,H
Bundesliga 2,22/02/14,Karlsruhe,Sandhausen,2.0,1.0,H
Bundesliga 2,22/02/14,Munich 1860,Paderborn,0.0,2.0,D
Bundesliga 2,23/02/14,Bochum,Fortuna Dusseldorf,4.0,0.0,D
Bundesliga 2,23/02/14,Dresden,St Pauli,1.0,2.0,A
Bundesliga 2,23/02/14,Kaiserslautern,Aalen,0.0,2.0,D
Bundesliga 2,24/02/14,FC Koln,Greuther Furth,0.0,1.0,D
Bundesliga 2,28/02/14,Cottbus,Kaiserslautern,1.0,0.0,H
Bundesliga 2,28/02/14,Fortuna Dusseldorf,Bielefeld,0.0,0.0,H
Bundesliga 2,28/02/14,Paderborn,Bochum,3.0,0.4,H
Bundesliga 2,01/03/14,Erzgebirge Aue,FC Koln,1.0,2.0,D
Bundesliga 2,01/03/14,Sandhausen,Munich 1860,2.0,0.0,D
Bundesliga 2,02/03/14,Aalen,Karlsruhe,1.0,0.0,H
Bundesliga 2,02/03/14,Greuther Furth,Frankfurt FSV,1.0,2.0,H
Bundesliga 2,02/03/14,Ingolstadt,Dresden,0.0,1.0,D
Bundesliga 2,03/03/14,St Pauli,Union Berlin,7.0,1.0,H
Bundesliga 2,07/03/14,FC Koln,Cottbus,2.0,1.0,H
Bundesliga 2,07/03/14,Kaiserslautern,Sandhausen,1.0,1.0,H
Bundesliga 2,07/03/14,Munich 1860,Aalen,3.0,0.0,H
Bundesliga 2,08/03/14,Bielefeld,Erzgebirge Aue,1.0,0.0,H
Bundesliga 2,08/03/14,Union Berlin,Ingolstadt,1.0,1.0,D
Bundesliga 2,09/03/14,Dresden,Fortuna Dusseldorf,1.0,1.0,D
Bundesliga 2,09/03/14,Frankfurt FSV,St Pauli,2.0,0.0,H
Bundesliga 2,09/03/14,Karlsruhe,Paderborn,0.0,0.8,H
Bundesliga 2,10/03/14,Bochum,Greuther Furth,0.0,2.0,D
Bundesliga 2,14/03/14,Aalen,Bochum,2.0,2.0,D
Bundesliga 2,14/03/14,Ingolstadt,Frankfurt FSV,2.0,1.0,D
Bundesliga 2,14/03/14,Paderborn,Dresden,1.0,1.0,H
Bundesliga 2,15/03/14,Cottbus,Karlsruhe,4.0,0.0,H
Bundesliga 2,15/03/14,Erzgebirge Aue,Munich 1860,2.0,2.0,D
Bundesliga 2,16/03/14,Fortuna Dusseldorf,St Pauli,1.0,2.0,A
Bundesliga 2,16/03/14,Greuther Furth,Union Berlin,2.0,1.0,D
Bundesliga 2,16/03/14,Sandhausen,Bielefeld,1.0,0.0,H
Bundesliga 2,17/03/14,Kaiserslautern,FC Koln,2.0,0.0,D
Bundesliga 2,21/03/14,Bochum,Sandhausen,3.0,1.0,H
Bundesliga 2,21/03/14,Dresden,Greuther Furth,1.0,1.0,D
Bundesliga 2,21/03/14,Union Berlin,Paderborn,2.0,1.0,D
Bundesliga 2,22/03/14,FC Koln,Aalen,0.0,0.0,D
Bundesliga 2,22/03/14,Frankfurt FSV,Fortuna Dusseldorf,2.0,0.0,D
Bundesliga 2,22/03/14,St Pauli,Ingolstadt,1.0,0.0,D
Bundesliga 2,23/03/14,Bielefeld,Cottbus,5.0,3.0,A
Bundesliga 2,23/03/14,Karlsruhe,Erzgebirge Aue,2.0,1.0,D
Bundesliga 2,23/03/14,Munich 1860,Kaiserslautern,4.0,1.0,A
Bundesliga 2,25/03/14,Aalen,Dresden,2.0,1.0,D
Bundesliga 2,25/03/14,Greuther Furth,Fortuna Dusseldorf,1.0,1.2,H
Bundesliga 2,25/03/14,Ingolstadt,Bochum,3.0,0.0,H
Bundesliga 2,25/03/14,Paderborn,St Pauli,2.0,0.0,H
Bundesliga 2,25/03/14,Sandhausen,Union Berlin,0.0,1.0,H
Bundesliga 2,26/03/14,Cottbus,Munich 1860,0.0,2.0,D
Bundesliga 2,26/03/14,Erzgebirge Aue,Frankfurt FSV,4.0,1.0,H
Bundesliga 2,26/03/14,FC Koln,Karlsruhe,3.0,0.0,H
Bundesliga 2,26/03/14,Kaiserslautern,Bielefeld,2.0,1.0,D
Bundesliga 2,28/03/14,Dresden,Sandhausen,0.0,0.0,D
Bundesliga 2,28/03/14,Fortuna Dusseldorf,Ingolstadt,2.0,0.0,D
Bundesliga 2,28/03/14,St Pauli,Greuther Furth,3.0,2.0,D
Bundesliga 2,29/03/14,Bochum,Erzgebirge Aue,1.0,0.0,H
Bundesliga 2,29/03/14,Karlsruhe,Kaiserslautern,1.0,2.0,D
Bundesliga 2,30/03/14,Bielefeld,Aalen,2.0,0.0,D
Bundesliga 2,30/03/14,Frankfurt FSV,Paderborn,3.0,3.0,D
